Date, Bike Price ,Number of Bikes Sold
4/8/2005, $0.20 ,621540000
4/7/2005, $0.20 ,506352000
4/6/2005, $0.20 ,567468000
4/5/2005, $0.20 ,430128000
4/4/2005, $0.20 ,421428000
4/1/2005, $0.20 ,510756000
3/31/2005, $0.20 ,518316000
3/30/2005, $0.20 ,858708000
3/29/2005, $0.21 ,587400000
3/28/2005, $0.21 ,511188000
3/24/2005, $0.21 ,865356000
3/23/2005, $0.20 ,728784000
3/22/2005, $0.21 ,622992000
3/21/2005, $0.20 ,654456000
3/18/2005, $0.21 ,639012000
3/17/2005, $0.21 ,442584000
3/16/2005, $0.21 ,535356000
3/15/2005, $0.22 ,378108000
3/14/2005, $0.21 ,572148000
3/11/2005, $0.22 ,732180000
3/10/2005, $0.22 ,689280000
3/9/2005, $0.22 ,910140000
3/8/2005, $0.23 ,1332384000
3/7/2005, $0.23 ,511176000
3/4/2005, $0.23 ,593124000
3/3/2005, $0.23 ,761292000
3/2/2005, $0.24 ,947460000
3/1/2005, $0.24 ,737148000
2/28/2005, $0.24 ,758064000
2/25/2005, $0.24 ,525132000
2/24/2005, $0.23 ,695496000
2/23/2005, $0.23 ,1107840000
2/22/2005, $0.23 ,1420800000
2/18/2005, $0.23 ,3132120000
2/17/2005, $0.22 ,1017408000
2/16/2005, $0.21 ,466464000
2/15/2005, $0.21 ,748500000
2/14/2005, $0.22 ,432900000
2/11/2005, $0.21 ,556512000
2/10/2005, $0.21 ,602376000
2/9/2005, $0.22 ,783756000
2/8/2005, $0.21 ,455772000
2/7/2005, $0.22 ,521628000
2/4/2005, $0.20 ,806448000
2/3/2005, $0.20 ,690120000
2/2/2005, $0.20 ,2035404000
2/1/2005, $0.19 ,507180000
1/31/2005, $0.19 ,562968000
1/28/2005, $0.19 ,671052000
1/27/2005, $0.18 ,1002912000
1/26/2005, $0.18 ,429120000
1/25/2005, $0.17 ,439704000
1/24/2005, $0.18 ,463704000
1/21/2005, $0.18 ,596352000
1/20/2005, $0.17 ,640080000
1/19/2005, $0.18 ,336492000
1/18/2005, $0.18 ,464556000
1/14/2005, $0.18 ,573912000
1/13/2005, $0.18 ,898764000
1/12/2005, $0.18 ,1057800000
1/11/2005, $0.18 ,1093380000
1/10/2005, $0.18 ,579552000
1/7/2005, $0.19 ,763092000
1/6/2005, $0.19 ,563568000
1/5/2005, $0.19 ,724812000
1/4/2005, $0.20 ,790224000
1/3/2005, $0.20 ,1066716000
12/31/2004, $0.19 ,575964000
12/30/2004, $0.19 ,259812000
12/29/2004, $0.19 ,294732000
12/28/2004, $0.19 ,291612000
12/27/2004, $0.19 ,308208000
12/23/2004, $0.19 ,366972000
12/22/2004, $0.20 ,421824000
12/21/2004, $0.19 ,899400000
12/20/2004, $0.19 ,898728000
12/17/2004, $0.20 ,1214244000
12/16/2004, $0.20 ,1524036000
12/15/2004, $0.19 ,432768000
12/14/2004, $0.19 ,512988000
12/13/2004, $0.19 ,738024000
12/10/2004, $0.20 ,652848000
12/9/2004, $0.19 ,869964000
12/8/2004, $0.19 ,872724000
12/7/2004, $0.19 ,2927052000
12/6/2004, $0.17 ,970500000
12/3/2004, $0.17 ,1347312000
12/2/2004, $0.16 ,758652000
12/1/2004, $0.16 ,514572000
11/30/2004, $0.16 ,576540000
11/29/2004, $0.17 ,704388000
11/26/2004, $0.16 ,350760000
11/24/2004, $0.16 ,428580000
11/23/2004, $0.16 ,676896000
11/22/2004, $0.16 ,733788000
11/19/2004, $0.17 ,2126052000
11/18/2004, $0.16 ,532524000
11/17/2004, $0.16 ,602772000
11/16/2004, $0.15 ,472728000
11/15/2004, $0.15 ,536472000
11/12/2004, $0.15 ,647076000
11/11/2004, $0.15 ,507000000
11/10/2004, $0.15 ,645912000
11/9/2004, $0.15 ,615936000
11/8/2004, $0.15 ,718620000
11/5/2004, $0.15 ,3849012000
11/4/2004, $0.13 ,995544000
11/3/2004, $0.13 ,910356000
11/2/2004, $0.12 ,1095756000
11/1/2004, $0.12 ,653892000
10/29/2004, $0.12 ,742860000
10/28/2004, $0.12 ,561552000
10/27/2004, $0.12 ,1074036000
10/26/2004, $0.12 ,2455776000
10/25/2004, $0.11 ,529164000
10/22/2004, $0.12 ,686460000
10/21/2004, $0.12 ,1013964000
10/20/2004, $0.11 ,540204000
10/19/2004, $0.12 ,618480000
10/18/2004, $0.11 ,573972000
10/15/2004, $0.12 ,1280484000
10/14/2004, $0.12 ,513264000
10/13/2004, $0.12 ,672816000
10/12/2004, $0.12 ,827232000
10/11/2004, $0.12 ,373848000
10/8/2004, $0.13 ,693420000
10/7/2004, $0.13 ,798072000
10/6/2004, $0.13 ,498504000
10/5/2004, $0.13 ,633180000
10/4/2004, $0.13 ,673932000
10/1/2004, $0.12 ,590412000
9/30/2004, $0.12 ,619680000
9/29/2004, $0.12 ,537228000
9/28/2004, $0.11 ,474840000
9/27/2004, $0.12 ,406020000
9/24/2004, $0.12 ,476316000
9/23/2004, $0.12 ,578664000
9/22/2004, $0.12 ,625920000
9/21/2004, $0.13 ,503904000
9/20/2004, $0.12 ,794628000
9/17/2004, $0.12 ,1003800000
9/16/2004, $0.12 ,810024000
9/15/2004, $0.12 ,1163904000
9/14/2004, $0.12 ,683556000
9/13/2004, $0.12 ,967752000
9/10/2004, $0.11 ,1039344000
9/9/2004, $0.11 ,1299324000
9/8/2004, $0.10 ,834984000
9/7/2004, $0.11 ,727332000
9/3/2004, $0.11 ,715056000
9/2/2004, $0.11 ,770088000
9/1/2004, $0.10 ,591744000
8/31/2004, $0.10 ,587064000
8/30/2004, $0.11 ,628056000
8/27/2004, $0.11 ,565128000
8/26/2004, $0.11 ,612720000
8/25/2004, $0.10 ,721308000
8/24/2004, $0.11 ,939420000
8/23/2004, $0.10 ,800028000
8/20/2004, $0.10 ,1199040000
8/19/2004, $0.10 ,724404000
8/18/2004, $0.09 ,872424000
8/17/2004, $0.09 ,744912000
8/16/2004, $0.09 ,531732000
8/13/2004, $0.09 ,815700000
8/12/2004, $0.09 ,654384000
8/11/2004, $0.09 ,963816000
8/10/2004, $0.09 ,2051916000
8/9/2004, $0.08 ,1579212000
8/6/2004, $0.08 ,5088948000
8/5/2004, $0.13 ,859920000
8/4/2004, $0.12 ,507816000
8/3/2004, $0.13 ,741540000
8/2/2004, $0.13 ,420984000
7/30/2004, $0.13 ,403956000
7/29/2004, $0.12 ,747360000
7/28/2004, $0.12 ,505116000
7/27/2004, $0.12 ,789888000
7/26/2004, $0.12 ,503208000
7/23/2004, $0.13 ,371496000
7/22/2004, $0.12 ,521460000
7/21/2004, $0.13 ,613416000
7/20/2004, $0.13 ,341544000
7/19/2004, $0.13 ,461088000
7/16/2004, $0.13 ,464700000
7/15/2004, $0.13 ,611352000
7/14/2004, $0.13 ,901608000
7/13/2004, $0.14 ,567108000
7/12/2004, $0.14 ,676044000
7/9/2004, $0.15 ,1114500000
7/8/2004, $0.15 ,430056000
7/7/2004, $0.15 ,344136000
7/6/2004, $0.16 ,575388000
7/2/2004, $0.16 ,294948000
7/1/2004, $0.17 ,505620000
6/30/2004, $0.17 ,329268000
6/29/2004, $0.17 ,363852000
6/28/2004, $0.17 ,299376000
6/25/2004, $0.17 ,329124000
6/24/2004, $0.17 ,590652000
6/23/2004, $0.17 ,264660000
6/22/2004, $0.16 ,430308000
6/21/2004, $0.16 ,266568000
6/18/2004, $0.17 ,534336000
6/17/2004, $0.17 ,482376000
6/16/2004, $0.17 ,252576000
6/15/2004, $0.17 ,394584000
6/14/2004, $0.17 ,424752000
6/10/2004, $0.18 ,564516000
6/9/2004, $0.18 ,498336000
6/8/2004, $0.19 ,615000000
6/7/2004, $0.19 ,571956000
6/4/2004, $0.19 ,649608000
6/3/2004, $0.19 ,700824000
6/2/2004, $0.20 ,643800000
6/1/2004, $0.19 ,318420000
5/28/2004, $0.19 ,637980000
5/27/2004, $0.19 ,556548000
5/26/2004, $0.18 ,524568000
5/25/2004, $0.18 ,681264000
5/24/2004, $0.18 ,301620000
5/21/2004, $0.18 ,282096000
5/20/2004, $0.18 ,421488000
5/19/2004, $0.18 ,498276000
5/18/2004, $0.18 ,204420000
5/17/2004, $0.18 ,308340000
5/14/2004, $0.18 ,459000000
5/13/2004, $0.18 ,347952000
5/12/2004, $0.18 ,482328000
5/11/2004, $0.18 ,399936000
5/10/2004, $0.18 ,669072000
5/7/2004, $0.19 ,956772000
5/6/2004, $0.18 ,711348000
5/5/2004, $0.18 ,464280000
5/4/2004, $0.17 ,772380000
5/3/2004, $0.17 ,610668000
4/30/2004, $0.18 ,512928000
4/29/2004, $0.18 ,645048000
4/28/2004, $0.18 ,468768000
4/27/2004, $0.19 ,494568000
4/26/2004, $0.19 ,429912000
4/23/2004, $0.19 ,443928000
4/22/2004, $0.19 ,695520000
4/21/2004, $0.19 ,688812000
4/20/2004, $0.20 ,513804000
4/19/2004, $0.20 ,522804000
4/16/2004, $0.20 ,654864000
4/15/2004, $0.21 ,828084000
4/14/2004, $0.21 ,512016000
4/13/2004, $0.22 ,442704000
4/12/2004, $0.22 ,443784000
4/8/2004, $0.22 ,447096000
4/7/2004, $0.22 ,447864000
4/6/2004, $0.22 ,624096000
4/5/2004, $0.22 ,576744000
4/2/2004, $0.22 ,649740000
4/1/2004, $0.22 ,1319508000
3/31/2004, $0.22 ,604752000
3/30/2004, $0.21 ,724956000
3/29/2004, $0.21 ,985764000
3/26/2004, $0.20 ,551604000
3/25/2004, $0.19 ,997128000
3/24/2004, $0.18 ,787344000
3/23/2004, $0.19 ,576036000
3/22/2004, $0.18 ,576708000
3/19/2004, $0.19 ,452964000
3/18/2004, $0.18 ,528048000
3/17/2004, $0.18 ,524592000
3/16/2004, $0.18 ,597504000
3/15/2004, $0.18 ,421224000
3/12/2004, $0.18 ,377952000
3/11/2004, $0.17 ,526872000
3/10/2004, $0.18 ,481692000
3/9/2004, $0.18 ,371232000
3/8/2004, $0.19 ,465168000
3/5/2004, $0.18 ,354888000
3/4/2004, $0.18 ,413352000
3/3/2004, $0.18 ,552492000
3/2/2004, $0.19 ,813348000
3/1/2004, $0.18 ,506628000
2/27/2004, $0.19 ,595548000
2/26/2004, $0.19 ,344976000
2/25/2004, $0.19 ,652512000
2/24/2004, $0.19 ,708384000
2/23/2004, $0.20 ,853332000
2/20/2004, $0.20 ,618120000
2/19/2004, $0.20 ,631032000
2/18/2004, $0.20 ,320244000
2/17/2004, $0.19 ,575976000
2/13/2004, $0.19 ,1747500000
2/12/2004, $0.20 ,974892000
2/11/2004, $0.20 ,737808000
2/10/2004, $0.19 ,509700000
2/9/2004, $0.19 ,373992000
2/6/2004, $0.19 ,471132000
2/5/2004, $0.18 ,331980000
2/4/2004, $0.19 ,436800000
2/3/2004, $0.19 ,418032000
2/2/2004, $0.19 ,560844000
1/30/2004, $0.18 ,466464000
1/29/2004, $0.19 ,929700000
1/28/2004, $0.19 ,615204000
1/27/2004, $0.20 ,934104000
1/26/2004, $0.19 ,393684000
1/23/2004, $0.20 ,482472000
1/22/2004, $0.20 ,605724000
1/21/2004, $0.21 ,494460000
1/20/2004, $0.21 ,487764000
1/16/2004, $0.20 ,451728000
1/15/2004, $0.20 ,609204000
1/14/2004, $0.20 ,544872000
1/13/2004, $0.21 ,865800000
1/12/2004, $0.21 ,541980000
1/9/2004, $0.21 ,766584000
1/8/2004, $0.21 ,433752000
1/7/2004, $0.20 ,673032000
1/6/2004, $0.20 ,1093344000
1/5/2004, $0.20 ,575292000
1/2/2004, $0.20 ,436416000
12/31/2003, $0.20 ,497268000
12/30/2003, $0.20 ,550884000
12/29/2003, $0.19 ,756624000
12/26/2003, $0.18 ,363960000
12/24/2003, $0.18 ,210852000
12/23/2003, $0.18 ,722760000
12/22/2003, $0.17 ,371184000
12/19/2003, $0.18 ,916956000
12/18/2003, $0.17 ,436728000
12/17/2003, $0.17 ,499116000
12/16/2003, $0.17 ,601728000
12/15/2003, $0.18 ,622752000
12/12/2003, $0.18 ,700692000
12/11/2003, $0.17 ,694872000
12/10/2003, $0.16 ,568656000
12/9/2003, $0.17 ,598128000
12/8/2003, $0.17 ,340980000
12/5/2003, $0.17 ,559848000
12/4/2003, $0.18 ,521952000
12/3/2003, $0.18 ,710028000
12/2/2003, $0.18 ,574740000
12/1/2003, $0.18 ,526980000
11/28/2003, $0.18 ,206136000
11/26/2003, $0.18 ,430032000
11/25/2003, $0.18 ,822804000
11/24/2003, $0.17 ,940644000
11/21/2003, $0.17 ,543240000
11/20/2003, $0.17 ,738852000
11/19/2003, $0.17 ,567552000
11/18/2003, $0.17 ,991428000
11/17/2003, $0.16 ,599880000
11/14/2003, $0.18 ,888420000
11/13/2003, $0.18 ,580332000
11/12/2003, $0.18 ,617664000
11/11/2003, $0.18 ,799140000
11/10/2003, $0.18 ,1210056000
11/7/2003, $0.18 ,4292820000
11/6/2003, $0.15 ,1175280000
11/5/2003, $0.15 ,882024000
11/4/2003, $0.15 ,700896000
11/3/2003, $0.15 ,773724000
10/31/2003, $0.15 ,598152000
10/30/2003, $0.16 ,581256000
10/29/2003, $0.15 ,494004000
10/28/2003, $0.15 ,956064000
10/27/2003, $0.14 ,254460000
10/24/2003, $0.14 ,447084000
10/23/2003, $0.14 ,451524000
10/22/2003, $0.14 ,620952000
10/21/2003, $0.14 ,758724000
10/20/2003, $0.14 ,467388000
10/17/2003, $0.14 ,459696000
10/16/2003, $0.14 ,446088000
10/15/2003, $0.15 ,703488000
10/14/2003, $0.14 ,623556000
10/13/2003, $0.14 ,434904000
10/10/2003, $0.14 ,413976000
10/9/2003, $0.14 ,852408000
10/8/2003, $0.14 ,739440000
10/7/2003, $0.14 ,510588000
10/6/2003, $0.14 ,377028000
10/3/2003, $0.14 ,862812000
10/2/2003, $0.13 ,857628000
10/1/2003, $0.13 ,877224000
9/30/2003, $0.13 ,1020888000
9/29/2003, $0.13 ,1944996000
9/26/2003, $0.15 ,895908000
9/25/2003, $0.15 ,736776000
9/24/2003, $0.16 ,1600668000
9/23/2003, $0.16 ,628932000
9/22/2003, $0.16 ,735504000
9/19/2003, $0.17 ,648096000
9/18/2003, $0.16 ,603492000
9/17/2003, $0.16 ,902784000
9/16/2003, $0.16 ,620736000
9/15/2003, $0.16 ,596028000
9/12/2003, $0.16 ,1162404000
9/11/2003, $0.16 ,2612736000
9/10/2003, $0.17 ,1380624000
9/9/2003, $0.16 ,2489436000
9/8/2003, $0.16 ,1508712000
9/5/2003, $0.15 ,1198740000
9/4/2003, $0.15 ,740064000
9/3/2003, $0.15 ,849972000
9/2/2003, $0.15 ,711456000
8/29/2003, $0.15 ,532884000
8/28/2003, $0.15 ,828312000
8/27/2003, $0.15 ,567816000
8/26/2003, $0.15 ,768984000
8/25/2003, $0.16 ,434028000
8/22/2003, $0.16 ,1002396000
8/21/2003, $0.15 ,644748000
8/20/2003, $0.15 ,870348000
8/19/2003, $0.14 ,1403976000
8/18/2003, $0.14 ,717684000
8/15/2003, $0.13 ,217716000
8/14/2003, $0.14 ,1527696000
8/13/2003, $0.14 ,693552000
8/12/2003, $0.14 ,764160000
8/11/2003, $0.13 ,1675752000
8/8/2003, $0.14 ,3767580000
8/7/2003, $0.16 ,1040340000
8/6/2003, $0.17 ,1025868000
8/5/2003, $0.17 ,1063488000
8/4/2003, $0.16 ,1428852000
8/1/2003, $0.16 ,767556000
7/31/2003, $0.16 ,897600000
7/30/2003, $0.16 ,788724000
7/29/2003, $0.15 ,2794788000
7/28/2003, $0.18 ,703752000
7/25/2003, $0.17 ,1002084000
7/24/2003, $0.18 ,1116828000
7/23/2003, $0.18 ,605328000
7/22/2003, $0.18 ,582444000
7/21/2003, $0.18 ,985140000
7/18/2003, $0.18 ,1280832000
7/17/2003, $0.19 ,853764000
7/16/2003, $0.20 ,880476000
7/15/2003, $0.21 ,1143456000
7/14/2003, $0.21 ,694344000
7/11/2003, $0.20 ,495000000
7/10/2003, $0.20 ,644568000
7/9/2003, $0.21 ,755352000
7/8/2003, $0.20 ,602856000
7/7/2003, $0.20 ,832200000
7/3/2003, $0.19 ,420912000
7/2/2003, $0.20 ,846828000
7/1/2003, $0.19 ,977016000
6/30/2003, $0.19 ,544128000
6/27/2003, $0.19 ,709104000
6/26/2003, $0.19 ,960540000
6/25/2003, $0.19 ,1060620000
6/24/2003, $0.19 ,1008816000
6/23/2003, $0.20 ,734784000
6/20/2003, $0.20 ,937848000
6/19/2003, $0.21 ,1190532000
6/18/2003, $0.20 ,1122072000
6/17/2003, $0.20 ,999852000
6/16/2003, $0.20 ,1904868000
6/13/2003, $0.20 ,1826808000
6/12/2003, $0.22 ,1046688000
6/11/2003, $0.21 ,943836000
6/10/2003, $0.21 ,563304000
6/9/2003, $0.21 ,720588000
6/6/2003, $0.23 ,1378836000
6/5/2003, $0.21 ,1204404000
6/4/2003, $0.21 ,1175604000
6/3/2003, $0.20 ,1596804000
6/2/2003, $0.22 ,1566144000
5/30/2003, $0.22 ,2142312000
5/29/2003, $0.19 ,2297736000
5/28/2003, $0.19 ,1235556000
5/27/2003, $0.17 ,1677408000
5/23/2003, $0.18 ,867612000
5/22/2003, $0.17 ,888816000
5/21/2003, $0.17 ,905472000
5/20/2003, $0.17 ,884124000
5/19/2003, $0.17 ,1220484000
5/16/2003, $0.17 ,1028916000
5/15/2003, $0.17 ,1105656000
5/14/2003, $0.17 ,965580000
5/13/2003, $0.17 ,1824108000
5/12/2003, $0.18 ,3007860000
5/9/2003, $0.16 ,9230856000
5/8/2003, $0.13 ,1957452000
5/7/2003, $0.13 ,897372000
5/6/2003, $0.14 ,1143864000
5/5/2003, $0.13 ,1576164000
5/2/2003, $0.12 ,1691088000
5/1/2003, $0.12 ,733368000
4/30/2003, $0.12 ,466620000
4/29/2003, $0.12 ,670344000
4/28/2003, $0.11 ,674988000
4/25/2003, $0.12 ,884652000
4/24/2003, $0.12 ,660912000
4/23/2003, $0.12 ,606204000
4/22/2003, $0.12 ,787392000
4/21/2003, $0.11 ,597144000
4/17/2003, $0.11 ,520740000
4/16/2003, $0.11 ,671988000
4/15/2003, $0.11 ,490212000
4/14/2003, $0.11 ,445776000
4/11/2003, $0.11 ,374184000
4/10/2003, $0.11 ,364104000
4/9/2003, $0.11 ,694260000
4/8/2003, $0.11 ,475032000
4/7/2003, $0.12 ,671256000
4/4/2003, $0.12 ,513840000
4/3/2003, $0.12 ,702780000
4/2/2003, $0.11 ,771900000
4/1/2003, $0.11 ,533808000
3/31/2003, $0.11 ,680508000
3/28/2003, $0.12 ,1290684000
3/27/2003, $0.12 ,1392732000
3/26/2003, $0.12 ,1107840000
3/25/2003, $0.11 ,672828000
3/24/2003, $0.11 ,839016000
3/21/2003, $0.12 ,1681800000
3/20/2003, $0.12 ,780060000
3/19/2003, $0.12 ,712992000
3/18/2003, $0.12 ,932280000
3/17/2003, $0.11 ,1307808000
3/14/2003, $0.12 ,1094220000
3/13/2003, $0.11 ,1362732000
3/12/2003, $0.10 ,493920000
3/11/2003, $0.10 ,417144000
3/10/2003, $0.10 ,344796000
3/7/2003, $0.10 ,581148000
3/6/2003, $0.10 ,548064000
3/5/2003, $0.10 ,522156000
3/4/2003, $0.10 ,538392000
3/3/2003, $0.11 ,702036000
2/28/2003, $0.10 ,1653336000
2/27/2003, $0.10 ,675312000
2/26/2003, $0.11 ,746892000
2/25/2003, $0.11 ,1239204000
2/24/2003, $0.11 ,1137012000
2/21/2003, $0.11 ,913260000
2/20/2003, $0.11 ,978132000
2/19/2003, $0.11 ,1141212000
2/18/2003, $0.10 ,1740516000
2/14/2003, $0.09 ,3548844000
2/13/2003, $0.08 ,889164000
2/12/2003, $0.08 ,641400000
2/11/2003, $0.08 ,850716000
2/10/2003, $0.08 ,982632000
2/7/2003, $0.09 ,915156000
2/6/2003, $0.09 ,1226184000
2/5/2003, $0.09 ,581508000
2/4/2003, $0.09 ,627720000
2/3/2003, $0.09 ,755556000
1/31/2003, $0.08 ,949656000
1/30/2003, $0.09 ,743064000
1/29/2003, $0.08 ,1022040000
1/28/2003, $0.08 ,1785480000
1/27/2003, $0.08 ,889116000
1/24/2003, $0.09 ,897108000
1/23/2003, $0.09 ,918456000
1/22/2003, $0.09 ,550992000
1/21/2003, $0.09 ,967356000
1/17/2003, $0.09 ,1058832000
1/16/2003, $0.10 ,2039976000
1/15/2003, $0.10 ,904584000
1/14/2003, $0.10 ,868524000
1/13/2003, $0.11 ,849120000
1/10/2003, $0.10 ,924492000
1/9/2003, $0.10 ,1436076000
1/8/2003, $0.11 ,1852524000
1/7/2003, $0.11 ,1498272000
1/6/2003, $0.11 ,1033428000
1/3/2003, $0.10 ,1037496000
1/2/2003, $0.10 ,1302540000
12/31/2002, $0.10 ,825396000
12/30/2002, $0.10 ,784740000
12/27/2002, $0.11 ,702528000
12/26/2002, $0.11 ,719760000
12/24/2002, $0.11 ,300336000
12/23/2002, $0.11 ,498648000
12/20/2002, $0.11 ,804576000
12/19/2002, $0.11 ,1100604000
12/18/2002, $0.11 ,1126836000
12/17/2002, $0.12 ,1077744000
12/16/2002, $0.11 ,1056972000
12/13/2002, $0.11 ,707724000
12/12/2002, $0.12 ,1302552000
12/11/2002, $0.12 ,1364208000
12/10/2002, $0.11 ,1389888000
12/9/2002, $0.11 ,969792000
12/6/2002, $0.11 ,1159224000
12/5/2002, $0.12 ,1594872000
12/4/2002, $0.12 ,2206548000
12/3/2002, $0.14 ,1046220000
12/2/2002, $0.15 ,1167504000
11/29/2002, $0.15 ,519396000
11/27/2002, $0.14 ,1088556000
11/26/2002, $0.14 ,1084332000
11/25/2002, $0.14 ,1230084000
11/22/2002, $0.13 ,1251900000
11/21/2002, $0.13 ,2053920000
11/20/2002, $0.12 ,1292796000
11/19/2002, $0.12 ,1971948000
11/18/2002, $0.12 ,1982472000
11/15/2002, $0.11 ,2054328000
11/14/2002, $0.10 ,1138728000
11/13/2002, $0.09 ,1802112000
11/12/2002, $0.09 ,1381188000
11/11/2002, $0.09 ,1378452000
11/8/2002, $0.10 ,3798900000
11/7/2002, $0.13 ,1660560000
11/6/2002, $0.13 ,1646016000
11/5/2002, $0.13 ,2034540000
11/4/2002, $0.12 ,2688132000
11/1/2002, $0.10 ,2128836000
10/31/2002, $0.09 ,1255476000
10/30/2002, $0.09 ,1139496000
10/29/2002, $0.09 ,772728000
10/28/2002, $0.10 ,1070544000
10/25/2002, $0.09 ,745956000
10/24/2002, $0.09 ,1055172000
10/23/2002, $0.09 ,925428000
10/22/2002, $0.08 ,1272168000
10/21/2002, $0.08 ,930624000
10/18/2002, $0.08 ,498372000
10/17/2002, $0.08 ,585792000
10/16/2002, $0.07 ,578124000
10/15/2002, $0.08 ,852768000
10/14/2002, $0.07 ,611484000
10/11/2002, $0.07 ,994140000
10/10/2002, $0.06 ,538032000
10/9/2002, $0.06 ,573132000
10/8/2002, $0.07 ,714252000
10/7/2002, $0.07 ,493068000
10/4/2002, $0.07 ,529788000
10/3/2002, $0.07 ,590568000
10/2/2002, $0.08 ,749100000
10/1/2002, $0.07 ,888360000
9/30/2002, $0.07 ,584124000
9/27/2002, $0.07 ,650688000
9/26/2002, $0.08 ,739560000
9/25/2002, $0.08 ,896616000
9/24/2002, $0.07 ,624444000
9/23/2002, $0.08 ,521676000
9/20/2002, $0.08 ,687312000
9/19/2002, $0.08 ,618492000
9/18/2002, $0.08 ,811692000
9/17/2002, $0.09 ,884052000
9/16/2002, $0.09 ,925464000
9/13/2002, $0.09 ,796872000
9/12/2002, $0.09 ,1294932000
9/11/2002, $0.09 ,1657536000
9/10/2002, $0.08 ,2317632000
9/9/2002, $0.08 ,578040000
9/6/2002, $0.08 ,746460000
9/5/2002, $0.08 ,714312000
9/4/2002, $0.08 ,930552000
9/3/2002, $0.08 ,847284000
8/30/2002, $0.09 ,1065888000
8/29/2002, $0.08 ,815520000
8/28/2002, $0.09 ,700356000
8/27/2002, $0.10 ,686712000
8/26/2002, $0.10 ,698568000
8/23/2002, $0.10 ,919932000
8/22/2002, $0.10 ,1358496000
8/21/2002, $0.11 ,1194876000
8/20/2002, $0.11 ,1429488000
8/19/2002, $0.09 ,2243928000
8/16/2002, $0.08 ,1657428000
8/15/2002, $0.08 ,1140120000
8/14/2002, $0.08 ,632688000
8/13/2002, $0.08 ,654420000
8/12/2002, $0.08 ,592800000
8/9/2002, $0.08 ,581304000
8/8/2002, $0.07 ,755424000
8/7/2002, $0.08 ,892980000
8/6/2002, $0.08 ,1168800000
8/5/2002, $0.08 ,1330716000
8/2/2002, $0.09 ,1795260000
8/1/2002, $0.09 ,1725708000
7/31/2002, $0.10 ,4837140000
7/30/2002, $0.13 ,1818012000
7/29/2002, $0.13 ,1227720000
7/26/2002, $0.13 ,1221900000
7/25/2002, $0.14 ,1796448000
7/24/2002, $0.13 ,1175100000
7/23/2002, $0.14 ,1409652000
7/22/2002, $0.15 ,1290744000
7/19/2002, $0.15 ,845772000
7/18/2002, $0.16 ,1243188000
7/17/2002, $0.17 ,1922364000
7/16/2002, $0.18 ,1773432000
7/15/2002, $0.17 ,1495272000
7/12/2002, $0.18 ,1344900000
7/11/2002, $0.15 ,1143948000
7/10/2002, $0.16 ,926988000
7/9/2002, $0.16 ,1075080000
7/8/2002, $0.16 ,1587180000
7/5/2002, $0.16 ,739524000
7/3/2002, $0.13 ,1073304000
7/2/2002, $0.14 ,1368180000
7/1/2002, $0.14 ,1164372000
6/28/2002, $0.14 ,1991184000
6/27/2002, $0.17 ,3182808000
6/26/2002, $0.16 ,2067828000
6/25/2002, $0.20 ,1172232000
6/24/2002, $0.18 ,1379592000
6/21/2002, $0.20 ,1484364000
6/20/2002, $0.20 ,1425048000
6/19/2002, $0.22 ,2593620000
6/18/2002, $0.23 ,1008300000
6/17/2002, $0.24 ,1054140000
6/14/2002, $0.22 ,1116444000
6/13/2002, $0.23 ,1265892000
6/12/2002, $0.25 ,2267544000
6/11/2002, $0.27 ,859308000
6/10/2002, $0.27 ,749148000
6/7/2002, $0.25 ,1371300000
6/6/2002, $0.27 ,739356000
6/5/2002, $0.28 ,1114308000
6/4/2002, $0.26 ,1095432000
6/3/2002, $0.27 ,901248000
5/31/2002, $0.29 ,674112000
5/30/2002, $0.29 ,1066080000
5/29/2002, $0.28 ,1311012000
5/28/2002, $0.29 ,1367088000
5/24/2002, $0.29 ,737784000
5/23/2002, $0.32 ,2556780000
5/22/2002, $0.31 ,1547988000
5/21/2002, $0.33 ,1382604000
5/20/2002, $0.32 ,953412000
5/17/2002, $0.33 ,934404000
5/16/2002, $0.32 ,985560000
5/15/2002, $0.31 ,1504548000
5/14/2002, $0.30 ,1526112000
5/13/2002, $0.27 ,800892000
5/10/2002, $0.29 ,1321548000
5/9/2002, $0.30 ,1230840000
5/8/2002, $0.29 ,1688688000
5/7/2002, $0.27 ,1412448000
5/6/2002, $0.27 ,1102044000
5/3/2002, $0.28 ,852756000
5/2/2002, $0.30 ,1125084000
5/1/2002, $0.29 ,1718904000
4/30/2002, $0.30 ,1776504000
4/29/2002, $0.28 ,3930852000
4/26/2002, $0.28 ,1191120000
4/25/2002, $0.27 ,1168296000
4/24/2002, $0.30 ,1582956000
4/23/2002, $0.31 ,773508000
4/22/2002, $0.30 ,808176000
4/19/2002, $0.32 ,1125672000
4/18/2002, $0.33 ,693156000
4/17/2002, $0.34 ,944484000
4/16/2002, $0.33 ,854856000
4/15/2002, $0.31 ,1157208000
4/12/2002, $0.31 ,1376880000
4/11/2002, $0.32 ,1437288000
4/10/2002, $0.34 ,3689724000
4/9/2002, $0.37 ,1380768000
4/8/2002, $0.33 ,1151316000
4/5/2002, $0.36 ,1026900000
4/4/2002, $0.36 ,1130964000
4/3/2002, $0.36 ,1094640000
4/2/2002, $0.35 ,1438008000
4/1/2002, $0.35 ,2365344000
3/28/2002, $0.38 ,3124080000
